#38  ENSEMBL_ID             Ensembl Gene ID
GENE_RGD_ID	SYMBOL	NAME	GENE_DESC	CHROMOSOME_CELERA	CHROMOSOME_3.1	CHROMOSOME_3.4	FISH_BAND	START_POS_CELERA	STOP_POS_CELERA	STRAND_CELERA	START_POS_3.1	STOP_POS_3.1	STRAND_3.1	START_POS_3.4	STOP_POS_3.4	STRAND_3.4	CURATED_REF_RGD_ID	CURATED_REF_PUBMED_ID	UNCURATED_PUBMED_ID	NCBI_GENE_ID	UNIPROT_ID	(UNUSED)	GENBANK_NUCLEOTIDE	TIGR_ID	GENBANK_PROTEIN	UNIGENE_ID	SSLP_RGD_ID	SSLP_SYMBOL	OLD_SYMBOL	OLD_NAME	QTL_RGD_ID	QTL_SYMBOL	NOMENCLATURE_STATUS	SPLICE_RGD_ID	SPLICE_SYMBOL	GENE_TYPE	ENSEMBL_ID	GENE_REFSEQ_STATUS	CHROMOSOME_5.0	START_POS_5.0	STOP_POS_5.0	STRAND_5.0	CHROMOSOME_6.0	START_POS_6.0	STOP_POS_6.0	STRAND_6.0
1561650	Aarsd1	alanyl-tRNA synthetase domain containing 1	ENCODES a protein that exhibits aminoacyl-tRNA editing activity (ortholog); Ser-tRNA(Ala) hydrolase activity (ortholog); INVOLVED IN regulation of translational fidelity (ortholog); ASSOCIATED WITH Smith-Magenis Syndrome (ortholog); FOUND IN nucleus (ortholog); INTERACTS WITH bisphenol A; 2,3,7,8-tetrachlorodibenzodioxine (ortholog); 2,3,7,8-Tetrachlorodibenzofuran (ortholog)	10		10	q31	85058109	85071213	-				90002331	90015435	-	737633;1600115;6480464	12477932	15489334;22871113	619440	Q5XI97		AAHX01066055;AC123346;BC083790;CH473948;FQ213285;NM_001034109		AAH83790;EDM06118;EDM06119;NP_001029281;Q5XI97	Rn.153971	5047698;5056439;5502483	RH125015;RH132477;RH144379	LOC619440	alanyl-tRNA editing protein Aarsd1;alanyl-tRNA synthetase domain-containing protein 1;similar to hypothetical protein MGC2744			APPROVED			protein-coding	ENSRNOG00000020658	PROVISIONAL	10	89115998	89136327	-	10	89317974	89331078	-
1306281	Aamp	angio-associated, migratory cell protein	INVOLVED IN smooth muscle cell migration (ortholog); FOUND IN cell surface (ortholog); cytoplasm (ortholog); intercellular bridge (ortholog); INTERACTS WITH 2,6-dinitrotoluene; bisphenol A; flutamide	9	9	9	q33	73439867	73445673	-	73753361	73758333	-	73606372	73612178	-	6480464		12477932;26350504	301512	A0A0G2JWU9;A0A0G2JWW5;G3V7V2		AABR07068075;AAHX01060854;BC159424;CH474004;NM_001106920;XM_006245167;XM_006245168;XM_006245169		AAI59425;EDL75341;NP_001100390;XP_006245229;XP_006245230;XP_006245231	Rn.13592	5036067;5040694;5041040;5500244	AI854243;Aamp-rs;RH128430;RH128628	LOC301512	angio-associated migratory cell protein;angio-associated migratory protein			APPROVED			protein-coding	ENSRNOG00000014399	PROVISIONAL	9	81327383	81333189	-	9	81560836	81566642	-
1311135	Aasdh	aminoadipate-semialdehyde dehydrogenase	ENCODES a protein that exhibits catalytic activity (inferred); INVOLVED IN amino acid activation for nonribosomal peptide biosynthetic process (ortholog); beta-alanine metabolic process (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; all-trans-retinoic acid; bisphenol A	14	14	14	p11	30569108	30595707	+	33553200	33575421	+	33553214	33575421	+	6480464			364136	D4A5F5		AABR07014836;AAHX01079006;AAHX01079007;CH473981;XM_006250858;XM_008770110;XM_008770111;XM_017599441;XM_017599442;XM_017599443;XM_017599444;XM_017599445;XM_017599446;XM_017599447;XM_017604860		EDL89893;XP_006250920;XP_008768332;XP_008768333;XP_017454930;XP_017454931;XP_017454932;XP_017454933;XP_017454934;XP_017454935;XP_017454936;XP_017460349		5028261	D5Mit306	LOC364136;RGD1311135	similar to 2-aminoadipic 6-semialdehyde dehydrogenase			APPROVED			protein-coding	ENSRNOG00000002137	MODEL	14	33410917	33438181	+	14	33619990	33647268	+
1311066	Aar2	AAR2 splicing factor homolog	PARTICIPATES IN spliceosome pathway; INTERACTS WITH bisphenol A; Decabromodiphenyl oxide; (-)-epigallocatechin 3-gallate (ortholog)	3	3	3	q42	143774819	143796183	+	146868554	146890957	+	146962602	146983950	+	6480464;9686090;1598407	23592432	12477932	296312	B1WC03		AABR07054406;AABR07054407;AAHX01026053;AAHX01026054;AY724497;BC161955;CH474050;NM_001106535;XM_006235399;XM_008762322		AAI61955;EDL85843;NP_001100005;XP_006235461;XP_008760544	Rn.52749	5084478	AA850483	LOC296312;RGD1311066	AAR2 splicing factor homolog (S. cerevisiae);hypothetical protein LOC296312;protein AAR2 homolog;similar to RIKEN cDNA 0610011L14 gene;uncharacterized protein LOC296312			APPROVED			protein-coding	ENSRNOG00000020086	PROVISIONAL	3	159044386	159067393	-	3	152626738	152648365	+
1311360	Aasdhppt	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	ENCODES a protein that exhibits holo-[acyl-carrier-protein] synthase activity (ortholog); magnesium ion binding (ortholog); PARTICIPATES IN pantothenic acid metabolic pathway; FOUND IN extracellular exosome (ortholog); INTERACTS WITH benzo[a]pyrene; bisphenol A; cadmium dichloride	8	8	8	q11	1336501	1347265	-	847227	858772	-	847236	858000	-	1600115;6480464;6907045		12477932	300328	B2RYJ4		AAHX01052927;AC107267;BC098729;BC166800;CH474089;FQ209549;FQ214028;FQ214274;FQ214451;FQ220704;FQ230080;NM_001106798;XM_017595521		AAI66800;B2RYJ4;EDL85224;EDL85225;EDL85226;NP_001100268;XP_017451010	Rn.17217			LOC300328	4'-phosphopantetheinyl transferase;AASD-PPT;L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase			APPROVED			protein-coding	ENSRNOG00000005795	PROVISIONAL	8	1427206	1444610	-	8	1432757	1450175	-
1310811	Aass	aminoadipate-semialdehyde synthase	ENCODES a protein that exhibits saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity (ortholog); saccharopine dehydrogenase (NADP+, L-lysine-forming) activity (ortholog); INVOLVED IN L-lysine catabolic process (ortholog); PARTICIPATES IN 2-aminoadipic 2-oxoadipic aciduria disease pathway; glutaric aciduria type I disease pathway; hyperlysinemias disease pathway; ASSOCIATED WITH Hyperlysinemias (ortholog); Saccharopinuria (ortholog); FOUND IN intracellular membrane-bounded organelle (ortholog); mitochondrion (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; 17beta-estradiol; 2,3,7,8-tetrachlorodibenzodioxine	4	4	4	q22	46798734	46861408	-	49710958	49806368	-	49479938	49539782	-	1598407;1600115;1300048;1580654;6480464;6907045;7240710;8554872;10402751		12477932	296925	A2VCW9;D4ACE9		AABR07060022;AABR07060023;AABR07060024;AAHX01029040;AAHX01029041;AAHX01029042;AAHX01029043;AAHX01029044;BC128771;CH473959;FQ211080;FQ230063;NM_001100963		A2VCW9;AAI28772;EDM15159;NP_001094433	Rn.198671			LOC296925	LKR/SDH;alpha-aminoadipic semialdehyde synthase, mitochondrial			APPROVED			protein-coding	ENSRNOG00000039494	PROVISIONAL	4	49938569	49993864	-	4	50152005	50208935	-
620685	Aatf	apoptosis antagonizing transcription factor	ENCODES a protein that exhibits leucine zipper domain binding; protein domain specific binding; tau protein binding; INVOLVED IN positive regulation of transcription, DNA-templated; cell adhesion (ortholog); cellular response to DNA damage stimulus (ortholog); ASSOCIATED WITH Autism Spectrum Disorder (ortholog); Chromosome 17q12 Deletion Syndrome (ortholog); Smith-Magenis Syndrome (ortholog); FOUND IN cytoplasm; Golgi apparatus; nucleus; INTERACTS WITH 17alpha-ethynylestradiol; 2,3,7,8-tetrachlorodibenzodioxine; ammonium chloride	10	10	10	q26	68226097	68318677	-	72716103	72808865	-	72701724	72794495	-	619610;631947;1300501;737633;1600115;1580654;1580655;2300214;2302153;6480464;8554872	10580117;12477932;14697667;14761944;17552904	10602480;15489334;19911006;23007641	114512	Q9QYW0		AAHX01065247;AAHX01065248;AAHX01065249;AAHX01065250;AC096263;AJ238717;BC078769;CH473948;NM_053720		AAH78769;CAB59426;EDM05512;EDM05513;EDM05514;EDM05515;NP_446172;Q9QYW0	Rn.15500	5025590;5030201;5045338;5073524	BF389770;RH128909;RH131120;RH137486	Ded	apoptosis-antagonizing transcription factor			APPROVED			protein-coding	ENSRNOG00000002778	PROVISIONAL	10	71654744	71747166	-	10	71744648	71837851	-
620948	Abat	4-aminobutyrate aminotransferase	ENCODES a protein that exhibits 4-aminobutyrate transaminase activity; protein homodimerization activity (ortholog); pyridoxal phosphate binding (ortholog); INVOLVED IN aging; cerebellum development; copulation; PARTICIPATES IN 2-hydroxyglutaricaciduria disease pathway; 3-hydroxy-3-methylglutaryl-CoA lyase deficiency pathway; 3-hydroxyisobutyric aciduria pathway; ASSOCIATED WITH Anorexia; Cocaine-Related Disorders; Depressive Disorder; FOUND IN mitochondrial matrix; mitochondrion; neuron projection; INTERACTS WITH 1,3-dinitrobenzene; 1-bromopropane; 1-naphthyl isothiocyanate	10	10	10	q12	5995207	6088218	-	7040724	7137154	-	7040725	7137154	-	619610;631980;631979;737633;1304225;1600115;1598515;1598516;1598517;1598518;1598519;1598521;1598520;1598522;1598523;1598524;1598525;1598526;1598527;1598528;1598529;1598530;1598531;1598532;1580655;1300048;1580654;6480464;6907045;7240710;9588531;9588538;8554872;9588557;9588533;9588554;9588534;9588542;9588535;9588540;9588550;9588556;10402751;10046060;10046063;10046064;10047056;10047061;10047077;10047083;10047087;10047090;10047092;10047093;10046061;10047060;10046047;10054058;10047091;10046062;10047058;10047059	10025686;10375453;10447691;10727784;10900239;10989446;11239920;11495935;12373739;12477932;12742000;152600;1570022;1627256;16941710;17221143;18412635;19540876;20109543;2054153;20695849;20878340;21914462;21935729;22128851;22634324;2342602;24321005;24890317;2753001;3132542;4043235;590329;6237280;6445277;6534893;7182074;7710740;7722510;7740056;7931216;7945972;8117236;8133261;8247350;8336820;8788866;8835937;9344635;9706369;9719948;9846053	15489334;24809054	81632	P50554		AABR07029086;AABR07029087;AABR07029088;AABR07029089;AABR07029090;AAHX01062595;AAHX01062596;AAHX01062597;AAHX01062598;AAHX01062599;AAHX01062600;AAHX01062601;BC081787;CH474017;D87839;NM_031003;U29701;XM_006245760		AAA70415;AAH81787;BAA25570;EDL96243;EDL96244;NP_112265;P50554;XP_006245822	Rn.10090	5500841	STS-Z39377	GABA-AT;GABA-T;L-AIBAT;MGC93392;beta-AlaAT	(S)-3-amino-2-methylpropionate transaminase;4-aminobutyrate aminotransferase, mitochondrial;GABA aminotransferase;GABA transaminase;Gabat;gamma-amino-N-butyrate transaminase			APPROVED			protein-coding	ENSRNOG00000002636	PROVISIONAL	10	5894187	6002068	-	10	7093406	7200439	-
1305981	Abca15	ATP-binding cassette, subfamily A (ABC1), member 15	ENCODES a protein that exhibits ATP binding (inferred); INVOLVED IN hematopoietic progenitor cell differentiation (inferred); transmembrane transport (inferred); FOUND IN integral component of membrane (inferred)	1	1	1	q36	172432734	172540673	+	179112176	179164683	+	178972939	179080887	+	1598407;1600115;6480464			293442	D4ACN5		AABR07005604;AAHX01008260;AAHX01008261;AAHX01008262;AAHX01008263;AAHX01008264;AAHX01008265;AAHX01008266;AAHX01008267;AAHX01008268;CH473956;NM_001106293;XM_017588988;XM_017588989		EDM17623;NP_001099763;XP_017444477;XP_017444478	Rn.228291			LOC293442	ATP-binding cassette, sub-family A (ABC1), member 15			APPROVED			protein-coding	ENSRNOG00000027505	VALIDATED	1	197000155	197106548	+	1	190072348	190178870	+
1561491	Abca14	ATP-binding cassette, subfamily A (ABC1), member 14	ENCODES a protein that exhibits ATP binding (inferred); ATPase activity (inferred); transporter activity (inferred); INVOLVED IN transmembrane transport (inferred); transport (inferred); FOUND IN integral component of membrane (inferred)	1		1	q36	172326313	172429601	+				178920725	178969639	+	1600115;6480464			365362	F1M2Q5;M0R7Y5;M0RDE2		AABR07005599;AABR07005600;AABR07005601;AABR07005602;AABR07005603;AABR07005604;AAHX01008253;AAHX01008254;AAHX01008255;AAHX01008256;AAHX01008257;AAHX01008258;AAHX01008259;CH473956;XM_003753335;XM_006223471;XM_006223473;XM_006223475;XM_008774648;XM_008774649;XM_008774650;XM_017590525;XM_017590526;XM_017590527;XM_017590528;XM_017590983;XM_017590985		EDM17624;XP_003753383;XP_006223533;XP_006223535;XP_006223537;XP_008772870;XP_008772871;XP_008772872;XP_017446014;XP_017446015;XP_017446016;XP_017446017;XP_017446472;XP_017446474				LOC365362;RGD1561491	ATP-binding cassette, sub-family A (ABC1), member 14;hypothetical protein LOC365362;similar to ATP-binding cassette transporter sub-family A member 14			APPROVED			protein-coding	ENSRNOG00000043296	MODEL	1	196891211	196996796	+	1	189975731	190069112	+
631344	Abca1	ATP binding cassette subfamily A member 1	ENCODES a protein that exhibits ATPase activity, coupled to transmembrane movement of substances; anion transmembrane transporter activity (ortholog); apolipoprotein A-I binding (ortholog); INVOLVED IN cellular response to cholesterol; cholesterol transport; lipoprotein biosynthetic process; PARTICIPATES IN altered reverse cholesterol transport pathway; retinol metabolic pathway; reverse cholesterol transport pathway; ASSOCIATED WITH Carcinoma, Hepatocellular; Fatty Liver; Glomerulonephritis, Membranous; FOUND IN cell surface; high-density lipoprotein particle; endocytic vesicle (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 2,4-dinitrotoluene; 2,6-dinitrotoluene	5	5	5	q23-q24	66575764	66665022	-	70498469	70588842	-	70493357	70583729	-	1304419;1304382;1304307;1358264;1300323;1580655;1600115;1598545;1598546;1598547;1598532;1598533;1598534;1598535;1600654;1600659;1298571;1331525;1600951;1601092;1300233;1300234;1580654;2312576;6480464;6484679;7240710;8554872	10431236;10760292;11086027;11423537;12507911;12746305;12909583;14690017;14993246;15006554;15024730;15118671;15710224;15907796;15995177;16227687;16258026;16941710;17026988;17287470;18003760;21718801	17241464;17526932;17689492;17884990;19041881;19275878;19427182;19528336;19874424;19878707;20137471;20215580;20584649;20643408;21402379;21605865;21957962;23220274;24117066;24719980;24814386;25305669;25323823;26707062	313210	F1LNL3;Q80ZB2		AABR07048271;AABR07048272;AABR07048273;AAHX01036801;AAHX01036802;AAHX01036803;AB363002;AY208182;FQ222105;NM_178095;XM_008763708;XM_008763709;XM_008763710		AAO53557;BAF81890;NP_835196;XP_008761930;XP_008761931;XP_008761932	Rn.148916;Rn.231131	43895	D5Got6		ATP-binding cassette sub-family A member 1;ATP-binding cassette, sub-family A (ABC1), member 1;ATP-binding cassette, subfamily A (ABC1), member 1			APPROVED			protein-coding	ENSRNOG00000018126	PROVISIONAL	5	74023652	74112802	-	5	69857717	69983042	-
1304586	Abca12	ATP binding cassette subfamily A member 12	ENCODES a protein that exhibits apolipoprotein A-I receptor binding (ortholog); lipid transporter activity (ortholog); receptor binding (ortholog); INVOLVED IN ceramide transport (ortholog); establishment of skin barrier (ortholog); keratinization (ortholog); ASSOCIATED WITH Colorectal Neoplasms (ortholog); Harlequin Type Ichthyosis (ortholog); Ichthyosis, Lamellar (ortholog); FOUND IN cytoplasm (ortholog); cytosol (ortholog); epidermal lamellar body (ortholog); INTERACTS WITH bisphenol A; (-)-demecolcine (ortholog); 1,1,1-trichloroethane (ortholog)	9	9	9	q33	70239719	70413488	-	70475308	70648110	-	70328327	70501128	-	1598548;1598407;1600115;6480464;7240710;8554872	12915478		301482	D3ZPI6;D4A7J3		AABR07068035;AABR07068036;AABR07068037;AAHX01060729;AAHX01060730;AAHX01060731;AAHX01060732;AAHX01060733;AAHX01060734;AAHX01060735;AAHX01060736;AAHX01060737;XM_001054709;XM_237242		XP_001054709;XP_237242		36340;38368;44627	D9Got84;D9Mit11;D9Rat95	LOC301482	ATP-binding cassette sub-family A member 12;ATP-binding cassette, sub-family A (ABC1), member 12;ATP-binding cassette, subfamily A (ABC1), member 12			APPROVED			protein-coding	ENSRNOG00000015248	MODEL	9	78296546	78466160	-	9	78521477	78693421	-
1305895	Abca13	ATP binding cassette subfamily A member 13	ENCODES a protein that exhibits ATP binding (inferred); INVOLVED IN transmembrane transport (inferred); ASSOCIATED WITH Colorectal Neoplasms (ortholog); Disease Progression (ortholog); Schizophrenia (ortholog); FOUND IN integral component of membrane (inferred); INTERACTS WITH (S)-colchicine (ortholog); 2,2',4,4',5,5'-hexachlorobiphenyl (ortholog); 2,2',5,5'-tetrachlorobiphenyl (ortholog)	14	14	14	q21	82904207	83402514	+	89733273	90245668	+	89714129	90226523	+	1598407;1600115;1580654;6480464;8554872			289797	D4A885		AABR07015986;AABR07015987;AABR07015988;AABR07015989;AABR07015990;AABR07015991;AABR07015992;AABR07015993;AAHX01081046;AAHX01081047;AAHX01081048;AAHX01081049;AAHX01081050;AAHX01081051;AAHX01081052;AAHX01081053;AAHX01081054;AAHX01081055;AAHX01081056;AAHX01081057;AAHX01081058;AAHX01081059;AAHX01081060;AAHX01081061;AAHX01081062;AAHX01081063;AAHX01081064;AAHX01081065;AAHX01081066;AAHX01081067;AAHX01081068;CH474055;NM_001106020		EDL76043;NP_001099490	Rn.214144	5032301	AI843389	LOC289797	ATP-binding cassette sub-family A member 13;ATP-binding cassette, sub-family A (ABC1), member 13;ATP-binding cassette, subfamily A (ABC1), member 13			APPROVED			protein-coding	ENSRNOG00000025645	VALIDATED	14	89181315	89673490	+	14	89384512	89876748	+
1563534	Abca16	ATP-binding cassette, subfamily A (ABC1), member 16	ENCODES a protein that exhibits ATP binding (inferred); ATPase activity (inferred); transporter activity (inferred); INVOLVED IN transmembrane transport (inferred); transport (inferred); FOUND IN integral component of membrane (inferred)	1		1	q36	172561210	172721788	+				179102355	179283176	+	1600115;6480464			293444	A0A0G2JZ32;D3ZQI3		AABR07005607;AABR07005608;AABR07005609;AABR07005610;AABR07005611;AABR07005612;AABR07005613;AABR07005614;AABR07005615;AAHX01008270;AAHX01008271;AAHX01008272;AAHX01008273;AAHX01008274;AAHX01008275;XM_006223476;XM_006223479;XM_006223481;XM_006223482;XM_008759838;XM_008774652;XM_017590992;XM_017590996		XP_006223538;XP_006223541;XP_006223543;XP_006223544;XP_008758060;XP_008772874;XP_017446481;XP_017446485				LOC293444;RGD1563534	ATP-binding cassette, sub-family A (ABC1), member 16;similar to ATP-binding cassette transporter sub-family A member 16			APPROVED			protein-coding	ENSRNOG00000015783	MODEL	1	197127350	197282993	+	1	190200209	190358594	+
1590980	Aatk	apoptosis-associated tyrosine kinase	ENCODES a protein that exhibits protein tyrosine kinase activity (ortholog); INVOLVED IN apoptotic process (ortholog); brain development (ortholog); negative regulation of axon extension (ortholog); ASSOCIATED WITH Smith-Magenis Syndrome (ortholog); FOUND IN axonal growth cone (ortholog); endoplasmic reticulum (ortholog); perinuclear region of cytoplasm (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; bisphenol A; copper atom	10		10	q32.3	103835989	103872338	-				109419819	109456182	-	6480464		22363537	690853	D4ABZ3		AABR07030916;AAHX01066977;CH473948;NM_001168703;XM_006247926;XM_006247927;XM_006247928		EDM06810;NP_001162174;XP_006247988;XP_006247989;XP_006247990	Rn.155205			LOC690853	serine/threonine-protein kinase LMTK1;similar to apoptosis-associated tyrosine kinase			APPROVED			protein-coding	ENSRNOG00000004392	INFERRED	10	108786237	108822603	-	10	109184338	109224455	-
1307174	Abca3	ATP binding cassette subfamily A member 3	ENCODES a protein that exhibits ATP binding (inferred); ATPase activity (inferred); transporter activity (inferred); INVOLVED IN response to glucocorticoid; transport (ortholog); PARTICIPATES IN altered surfactant homeostasis pathway; surfactant homeostasis pathway; transport pathway; ASSOCIATED WITH Colorectal Neoplasms (ortholog); Prostatic Neoplasms (ortholog); Surfactant Dysfunction (ortholog); FOUND IN alveolar lamellar body membrane; alveolar lamellar body (ortholog); extracellular space (ortholog); INTERACTS WITH 17beta-estradiol; 2,3,7,8-tetrachlorodibenzodioxine; 2,6-dinitrotoluene	10	10	10	q12	13062889	13120240	+	13605987	13664059	+	13619865	13665066	+	1549859;1580654;1580655;1600115;1598549;1598550;1598407;6480464;7240710;8554872	11940594;15369786;15985750	12477932;22871113	302973	A0A0G2K1Q8;Q5M866		AAHX01062898;AAHX01062899;AC098526;AC103090;BC088202;CH473948;XM_001054650;XM_006220590;XM_006246039;XM_220219		AAH88202;EDM03820;XP_001054650;XP_006220652;XP_006246101;XP_220219	Rn.233424	44692;44695;5047990;5502690	Abca3;D10Got27;D10Got29;RH132645	LOC302973	ATP-binding cassette sub-family A member 3;ATP-binding cassette, sub-family A (ABC1), member 3;ATP-binding cassette, subfamily A (ABC1), member 3			APPROVED			protein-coding	ENSRNOG00000050057	MODEL	10	13539739	13597488	+	10	13723365	13780558	+
628661	Abca5	ATP binding cassette subfamily A member 5	ENCODES a protein that exhibits ATP binding (inferred); ATPase activity (inferred); transporter activity (inferred); INVOLVED IN cholesterol efflux (ortholog); high-density lipoprotein particle remodeling (ortholog); negative regulation of macrophage derived foam cell differentiation (ortholog); PARTICIPATES IN transport pathway; ASSOCIATED WITH Colorectal Neoplasms (ortholog); Genetic Diseases, Inborn (ortholog); Hypertrichosis Terminalis, Generalized, with or without Gingival Hyperplasia (ortholog); FOUND IN Golgi apparatus; late endosome (ortholog); lysosome (ortholog); INTERACTS WITH 1,3,5-trinitro-1,3,5-triazinane; 1,3-dinitrobenzene; ammonium chloride	10	10	10	q32.1	93891432	93960222	-	99739147	99807963	-	99724778	99793593	-	631907;1549865;1549860;1580654;6480464;8554872	12504089;15870284;16162093		286970	M0RA83;Q8CF82		AABR07030669;AAHX01066450;AAHX01066451;AAHX01066452;AAHX01066453;AAHX01066454;AJ426052;AJ550165;CH473948;NM_173307;XM_006247560		CAD19800;CAD80052;EDM06485;EDM06486;EDM06487;EDM06488;NP_775429;Q8CF82;XP_006247622	Rn.35782	5031534;5055743;5065300	AI535109;AU048011;RH143977		ATP-binding cassette sub-family A member 5;ATP-binding cassette, sub-family A (ABC1), member 5;ATP-binding cassette, subfamily A (ABC1), member 5			APPROVED			protein-coding	ENSRNOG00000004378	PROVISIONAL	10	98279926	98351693	-	10	98573226	98645028	-
